Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
6015;André Mazet - Saint-André des Arts;OUI;55;3;50;43;7;OUI;OUI;2025-10-24T18:58:54+00:00;48.85375581057431, 2.3390958085656166;Paris;75056;
42024;Danielle Casanova - Ledru-Rollin;OUI;28;14;14;11;3;OUI;OUI;2025-10-24T18:57:08+00:00;48.815783497876815, 2.383259721100331;Ivry-sur-Seine;94041;
32605;Mairie;OUI;20;17;2;0;2;OUI;OUI;2025-10-24T18:58:52+00:00;48.87914304162, 2.4163350908311;Les Lilas;93045;
13116;Place du Docteur Yersin;OUI;50;46;3;1;2;OUI;OUI;2025-10-24T18:50:21+00:00;48.82010494991975, 2.3725583776831627;Paris;75056;
17202;Mariotte - Batignolles;OUI;20;14;6;3;3;OUI;OUI;2025-10-24T18:52:51+00:00;48.884571659595, 2.321469503475;Paris;75056;
15012;Cambronne - Mademoiselle;OUI;67;50;11;7;4;OUI;OUI;2025-10-24T18:58:32+00:00;48.843277330035214, 2.30230766886348;Paris;75056;
8202;Londres - Europe;OUI;27;24;2;1;1;OUI;OUI;2025-10-24T18:54:38+00:00;48.878618556803, 2.3248164693922;Paris;75056;
18016;Francoeur - Caulaincourt;OUI;34;33;0;0;0;OUI;OUI;2025-10-24T18:57:46+00:00;48.8899944409612, 2.342529706656933;Paris;75056;
32011;Stade de France - Francis de Pressensé;OUI;44;35;6;3;3;OUI;OUI;2025-10-24T18:55:42+00:00;48.919141953558, 2.3620655760169;Saint-Denis;93066;
15053;Lecourbe - Convention;OUI;46;22;24;22;2;OUI;OUI;2025-10-24T18:57:21+00:00;48.83923319241899, 2.2915197908878326;Paris;75056;
10202;Bichat - Grange aux Belles;OUI;30;20;8;6;2;OUI;OUI;2025-10-24T18:56:25+00:00;48.873688, 2.365015;Paris;75056;
21022;Dôme - République;OUI;25;19;6;5;1;OUI;OUI;2025-10-24T18:57:48+00:00;48.832681, 2.250257;Boulogne-Billancourt;92012;
20142;Mûriers - Père Lachaise;OUI;20;17;3;0;3;OUI;OUI;2025-10-24T18:58:59+00:00;48.864130509668044, 2.39164982067019;Paris;75056;
15041;Franquet - Labrouste;OUI;37;31;6;3;3;OUI;OUI;2025-10-24T18:55:58+00:00;48.83287705011431, 2.306762784719467;Paris;75056;
48001;Chastenet de Géry - Marcel Paul;OUI;25;23;2;0;2;OUI;OUI;2025-10-24T18:56:13+00:00;48.800123, 2.3567359;Villejuif;94076;
10003;Hauteville - Bonne Nouvelle;OUI;17;3;13;10;3;OUI;OUI;2025-10-24T18:58:36+00:00;48.87077436024, 2.3496496368327;Paris;75056;
18135;Ney - Porte de Montmartre;OUI;24;21;1;0;1;OUI;OUI;2025-10-24T18:53:25+00:00;48.897918, 2.3364872;Paris;75056;
41103;Place de la vache noire;OUI;25;22;3;1;2;OUI;OUI;2025-10-24T18:53:16+00:00;48.81040517059777, 2.327060401439667;Arcueil;94003;
24101;Place Charles de Gaulle;OUI;24;22;2;1;1;OUI;OUI;2025-10-24T18:58:52+00:00;48.826073335699, 2.1894485725692;Ville-d'Avray;92077;
13028;Gouthière - Poterne des Peupliers;OUI;33;30;3;1;2;OUI;OUI;2025-10-24T18:54:00+00:00;48.820507, 2.351342;Paris;75056;
21329;Gare - Aristide Briand;OUI;29;0;28;27;1;OUI;OUI;2025-10-24T18:58:29+00:00;48.821410564722, 2.2555950104387;Issy-les-Moulineaux;92040;
42303;Place Eustache Deschamps;OUI;20;13;6;2;4;OUI;OUI;2025-10-24T18:57:22+00:00;48.793855, 2.336637;Cachan;94016;
21704;Place du Maréchal de Lattre de Tassigny;OUI;27;3;22;16;6;OUI;OUI;2025-10-24T18:59:16+00:00;48.821707715257055, 2.2853431485432423;Vanves;92075;
48002;LCL Campus - Place Oscar Niemeyer;OUI;37;26;10;3;7;OUI;OUI;2025-10-24T18:57:30+00:00;48.805342480621576, 2.363983690738678;Villejuif;94076;
13015;Chevaleret - Louise Weiss;OUI;35;22;13;9;4;OUI;OUI;2025-10-24T18:58:38+00:00;48.832586513351, 2.37121138812;Paris;75056;
30003;Moscou - Edouard Vaillant;OUI;30;6;22;9;13;OUI;OUI;2025-10-24T18:56:57+00:00;48.90755810177, 2.4689837335263;Bobigny;93008;
12123;Château de Vincennes;OUI;52;28;22;15;7;OUI;OUI;2025-10-24T18:58:33+00:00;48.84423193255657, 2.439209537709179;Paris;75056;
35013;Guillaume Tell - Parc Henri Barbusse;OUI;20;20;0;0;0;OUI;OUI;2025-10-24T18:50:29+00:00;48.88958925894009, 2.4198862910270695;Pantin;93055;
21002;Place Denfert-Rochereau;OUI;20;0;20;11;9;OUI;OUI;2025-10-24T18:56:16+00:00;48.843252536286684, 2.245987951755524;Boulogne-Billancourt;92012;
12102;Bercy - Traversiére;OUI;30;0;29;26;3;OUI;OUI;2025-10-24T18:58:08+00:00;48.846192642574, 2.3703800886869;Paris;75056;
23041;Général Leclerc - Bièvre;OUI;25;22;2;2;0;OUI;OUI;2025-10-24T18:57:54+00:00;48.782414428747316, 2.3166695237159733;Bourg-la-Reine;92014;
13120;Pierre Joseph Desault;OUI;19;9;10;6;4;OUI;OUI;2025-10-24T18:54:31+00:00;48.82110230800372, 2.378775402903557;Paris;75056;
5027;Gobelins - Port-Royal;OUI;40;13;25;20;5;OUI;OUI;2025-10-24T18:58:35+00:00;48.837135900263, 2.3515201359987;Paris;75056;
15024;Suffren - La Motte-Piquet;OUI;23;4;19;18;1;OUI;OUI;2025-10-24T18:58:54+00:00;48.850881230919, 2.3012199997902;Paris;75056;
15203;Porte de Versailles;OUI;28;7;19;13;6;OUI;OUI;2025-10-24T18:58:49+00:00;48.832324016657, 2.2875617349045;Paris;75056;
12119;Dom-Pérignon - Gravelle;OUI;50;47;2;1;1;OUI;OUI;2025-10-24T18:50:07+00:00;48.825481574435, 2.409880310297;Paris;75056;
48006;Maxime Gorki - Paul Vaillant-Couturier;OUI;20;15;5;1;4;OUI;OUI;2025-10-24T18:58:17+00:00;48.79673508795443, 2.3683342337608337;Villejuif;94076;
43007;Hôtel de Ville de Vincennes;OUI;27;21;3;1;2;OUI;OUI;2025-10-24T18:57:04+00:00;48.84827609706963, 2.4398955702781677;Vincennes;94080;
19117;Euryale Dehaynin - Loire;OUI;30;22;6;3;3;OUI;OUI;2025-10-24T18:59:13+00:00;48.886248917304805, 2.3774591088294987;Paris;75056;
15050;Dominique Pado - Croix Nivert;OUI;22;16;5;5;0;OUI;OUI;2025-10-24T18:54:45+00:00;48.83648798164934, 2.2897250577807426;Paris;75056;
20003;Pyrénées - Cours de Vincennes;OUI;21;17;3;1;2;OUI;OUI;2025-10-24T18:56:58+00:00;48.847796779935, 2.4061721563339;Paris;75056;
13036;Olympiades;OUI;36;28;5;0;5;OUI;OUI;2025-10-24T18:59:12+00:00;48.826764665199, 2.3650860786438;Paris;75056;
11022;Roquette - Auguste Laurent;OUI;16;1;12;11;1;OUI;OUI;2025-10-24T18:58:32+00:00;48.858001906023354, 2.381797702650783;Paris;75056;
43004;Montreuil - République;OUI;25;19;4;2;2;OUI;OUI;2025-10-24T18:59:06+00:00;48.85026349463687, 2.4345204234123234;Vincennes;94080;
41602;Place Charles Digeon;OUI;32;28;2;1;1;OUI;OUI;2025-10-24T18:55:14+00:00;48.84354203133597, 2.418427169322968;Saint-Mandé;94067;
16017;Siam - La Pompe;OUI;16;16;0;0;0;OUI;OUI;2025-10-24T18:57:39+00:00;48.861720329027264, 2.275346568555312;Paris;75056;
15069;Félix Faure - Convention;OUI;44;7;36;34;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.841249336041, 2.2883866008495;Paris;75056;
18021;Marcadet - Ramey;OUI;39;34;4;3;1;OUI;OUI;2025-10-24T18:58:08+00:00;48.890875, 2.3449019;Paris;75056;
20012;Buzenval - Vignoles;OUI;17;14;2;1;1;OUI;OUI;2025-10-24T18:54:44+00:00;48.853858171688, 2.4000040814281;Paris;75056;
16116;George Sand - Jean de La Fontaine;OUI;29;13;14;9;5;OUI;OUI;2025-10-24T18:52:48+00:00;48.84986918764119, 2.268257387525699;Paris;75056;
14027;Gergovie - Alésia;OUI;54;46;7;3;4;OUI;OUI;2025-10-24T18:57:21+00:00;48.83088717455243, 2.318882101207347;Paris;75056;
5033;Saint-Séverin - Saint-Michel;OUI;30;2;27;17;10;OUI;OUI;2025-10-24T18:57:26+00:00;48.852731305488, 2.3440927639604;Paris;75056;
41605;Général De Gaulle - Vivien;OUI;22;13;6;2;4;OUI;OUI;2025-10-24T18:58:20+00:00;48.83607420090204, 2.4189166724681854;Saint-Mandé;94067;
25004;Marcel Pourtout - Édouard Manet;OUI;24;17;6;3;3;OUI;OUI;2025-10-24T18:56:49+00:00;48.87555620763429, 2.1655967831611638;Rueil-Malmaison;92063;
20020;Pyrénées - Charles Renouvier;OUI;29;27;1;1;0;OUI;OUI;2025-10-24T18:58:13+00:00;48.86095933229224, 2.400421852042113;Paris;75056;
12022;Sahel - Général Michel Bizot;OUI;47;38;9;5;4;OUI;OUI;2025-10-24T18:58:39+00:00;48.840872964793355, 2.4044444784522057;Paris;75056;
12008;Hector Malot - Daumesnil;OUI;54;2;50;49;1;OUI;OUI;2025-10-24T18:58:45+00:00;48.84693552991762, 2.3770876228809357;Paris;75056;
21023;Ancienne Mairie - André Morizet;OUI;25;19;5;4;1;OUI;OUI;2025-10-24T18:50:31+00:00;48.838311, 2.234077;Boulogne-Billancourt;92012;
10009;Mairie du 10ème;OUI;19;0;18;13;5;OUI;OUI;2025-10-24T18:52:33+00:00;48.872089449907, 2.3575825989246;Paris;75056;
42205;Place Aristide Briand;OUI;35;28;6;4;2;OUI;OUI;2025-10-24T18:56:34+00:00;48.82189236575831, 2.413003742694855;Charenton-le-Pont;94018;
13006;Duméril - Jeanne d'Arc;OUI;40;28;11;9;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.838151608087, 2.3571084495564;Paris;75056;
22701;Général Leclerc - République;OUI;30;17;11;7;4;OUI;OUI;2025-10-24T18:58:26+00:00;48.915885074177, 2.2682306702811;Bois-Colombes;92009;
23803;Sydney Bechet - Jacques Gautier;OUI;20;13;7;2;5;OUI;OUI;2025-10-24T18:50:52+00:00;48.844373437692, 2.1882475733068;Garches;92033;
22404;Pierre Brossolette - 12 Février 1934;OUI;25;18;5;1;4;OUI;OUI;2025-10-24T18:57:32+00:00;48.8176962416867, 2.3076123744249344;Malakoff;92046;
14004;Port Royal - Hôpital Cochin;OUI;23;19;3;0;3;OUI;OUI;2025-10-24T18:59:16+00:00;48.838608030238, 2.3406994164846;Paris;75056;
30004;Jean Jaurès - Place de la Libération;OUI;29;13;9;6;3;OUI;OUI;2025-10-24T18:59:06+00:00;48.90617751921, 2.4391458057475;Bobigny;93008;
11111;Léon Frot - Charonne;OUI;38;29;8;7;1;OUI;OUI;2025-10-24T18:54:41+00:00;48.854963800335, 2.387217085372;Paris;75056;
14005;René Coty - Place Denfert-Rochereau;OUI;36;33;1;0;1;OUI;OUI;2025-10-24T18:51:39+00:00;48.833056477316, 2.3329411447048;Paris;75056;
16025;Jean de la Fontaine - Boulainvilliers;OUI;68;47;18;16;2;OUI;OUI;2025-10-24T18:59:06+00:00;48.85264791461651, 2.2758664190769196;Paris;75056;
8046;Marceau - Président Wilson;OUI;32;27;4;1;3;OUI;OUI;2025-10-24T18:49:45+00:00;48.8652359, 2.3002513;Paris;75056;
14009;Tombe Issoire - René Coty;OUI;36;30;5;3;2;OUI;OUI;2025-10-24T18:59:09+00:00;48.830512876709, 2.3343613743782;Paris;75056;
17006;Guy Môquet - Compoint;OUI;36;28;7;2;5;OUI;OUI;2025-10-24T18:50:41+00:00;48.89213559044868, 2.32321947813034;Paris;75056;
17117;Pereire - Saussure;OUI;32;22;9;4;5;OUI;OUI;2025-10-24T18:55:36+00:00;48.888229075478, 2.3101296275854;Paris;75056;
6028;Quatre Vents - Carrefour de l'Odéon;OUI;37;3;33;27;6;OUI;OUI;2025-10-24T18:59:14+00:00;48.851751374458864, 2.338161695134053;Paris;75056;
20013;Alexandre Dumas - Place de la Réunion;OUI;45;34;10;1;9;OUI;OUI;2025-10-24T18:59:08+00:00;48.85533710742046, 2.3997703687646292;Paris;75056;
20005;Reynaldo Hahn - Lagny;OUI;19;17;2;0;2;OUI;OUI;2025-10-24T18:52:31+00:00;48.849266043601794, 2.412330328844772;Paris;75056;
15045;Porte de la Plaine;OUI;35;32;2;1;1;OUI;OUI;2025-10-24T18:58:33+00:00;48.82805169605981, 2.2924277186393742;Paris;75056;
12122;Bois de Vincennes - Polygone;OUI;51;44;7;4;3;OUI;OUI;2025-10-24T18:59:11+00:00;48.83544491617421, 2.431421081436563;Paris;75056;
15027;Duhamel - André Gide;OUI;20;14;6;3;3;OUI;OUI;2025-10-24T18:57:35+00:00;48.8365662244334, 2.312707121097412;Paris;75056;
24007;Jean-Baptiste Charcot - Sainte-Geneviève;OUI;21;3;18;15;3;OUI;OUI;2025-10-24T18:53:28+00:00;48.90310883721567, 2.278892956674099;Courbevoie;92026;
31105;Lavoisier - Missak Manouchian;OUI;18;10;8;1;7;OUI;OUI;2025-10-24T18:58:56+00:00;48.86286468896063, 2.495676465332508;Rosny-sous-Bois;93064;
6004;Regard - Rennes;OUI;46;21;24;24;0;OUI;OUI;2025-10-24T18:58:31+00:00;48.847385404956, 2.3268555477262;Paris;75056;
17110;Legendre - Nollet;OUI;30;26;2;0;2;OUI;OUI;2025-10-24T18:58:36+00:00;48.887742186754224, 2.320293079881375;Paris;75056;
19014;Lorraine - Jean Jaurès;OUI;19;2;14;5;9;OUI;OUI;2025-10-24T18:54:03+00:00;48.8863865, 2.3825772;Paris;75056;
31701;Mairie de Bagnolet;OUI;28;18;9;2;7;OUI;OUI;2025-10-24T18:57:10+00:00;48.868421318555, 2.4179587885737;Bagnolet;93006;
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;OUI;74;74;0;0;0;OUI;OUI;2025-10-24T18:49:27+00:00;48.828595283857425, 2.380220606266108;Paris;75056;
20032;Square des Amandiers;OUI;26;19;7;0;7;OUI;OUI;2025-10-24T18:57:03+00:00;48.86615630668046, 2.3891324177384377;Paris;75056;
22014;Victor Hugo - Bineau;OUI;25;13;11;9;2;OUI;OUI;2025-10-24T18:52:31+00:00;48.88758225888669, 2.2783890366554265;Neuilly-sur-Seine;92051;
20014;Charonne - Alexandre Dumas;OUI;35;31;2;0;2;OUI;OUI;2025-10-24T18:58:29+00:00;48.856077415056, 2.3948693275452;Paris;75056;
21027;Fief - République;OUI;25;13;11;10;1;OUI;OUI;2025-10-24T18:59:11+00:00;48.83170888166024, 2.255771979689598;Boulogne-Billancourt;92012;
14035;Maine - Jean Zay;OUI;50;17;29;12;17;OUI;OUI;2025-10-24T18:58:32+00:00;48.837925263898, 2.3225428909063;Paris;75056;
25002;Hôtel de Ville de Rueil-Malmaison;OUI;20;2;15;9;6;OUI;OUI;2025-10-24T18:59:16+00:00;48.878194, 2.181724;Rueil-Malmaison;92063;
20110;Gambetta - Tourelles;OUI;20;20;0;0;0;OUI;OUI;2025-10-24T18:54:45+00:00;48.875337902264, 2.4059921130538;Paris;75056;
15044;Dantzig - Lefebvre;OUI;33;30;2;0;2;OUI;OUI;2025-10-24T18:57:51+00:00;48.83013921586756, 2.295934036374092;Paris;75056;
32306;Verdun - Carnot;OUI;29;22;4;1;3;OUI;OUI;2025-10-24T18:56:43+00:00;48.883814948134, 2.4402657783125;Romainville;93063;
13023;Bobillot - Moulin des Prés;OUI;28;21;7;6;1;OUI;OUI;2025-10-24T18:56:28+00:00;48.828657346203, 2.353020646317;Paris;75056;
42004;Westermeyer - Paul Vaillant-Couturier;OUI;25;6;19;13;6;OUI;OUI;2025-10-24T18:58:51+00:00;48.819116181578764, 2.3966637253761296;Ivry-sur-Seine;94041;
12040;Porte de Charenton;OUI;67;52;10;4;6;OUI;OUI;2025-10-24T18:58:54+00:00;48.831240105856, 2.3989107459784;Paris;75056;
8007;Rome - Provence;OUI;30;4;26;24;2;OUI;OUI;2025-10-24T18:58:36+00:00;48.874230055580306, 2.325570111724113;Paris;75056;
6005;Montparnasse -  Square Ozanam;OUI;49;6;41;24;17;OUI;OUI;2025-10-24T18:58:42+00:00;48.843310567822, 2.3265242949128;Paris;75056;
21218;Gabriel Péri - Place de la Libération;OUI;18;18;0;0;0;OUI;OUI;2025-10-24T18:56:54+00:00;48.819828421929, 2.3117361743705;Montrouge;92049;
6020;Place Saint-André des Arts;OUI;37;5;29;25;4;OUI;OUI;2025-10-24T18:58:22+00:00;48.852886173881, 2.3426544293761;Paris;75056;
18101;Championnet.;OUI;22;16;5;1;4;OUI;OUI;2025-10-24T18:52:33+00:00;48.8953643, 2.3498166;Paris;75056;
21007;Rond-Point Rhin et Danube;OUI;53;7;46;43;3;OUI;OUI;2025-10-24T18:59:13+00:00;48.840452820991764, 2.2280225157737736;Boulogne-Billancourt;92012;
21207;Verdier - République;OUI;29;27;2;0;2;OUI;OUI;2025-10-24T18:53:37+00:00;48.815403766277, 2.31739372015;Montrouge;92049;
19007;Flandre - Ourcq;OUI;30;18;9;0;9;OUI;OUI;2025-10-24T18:58:53+00:00;48.89260159189023, 2.3790915682911873;Paris;75056;
11016;Philippe-Auguste;OUI;48;46;1;0;1;OUI;OUI;2025-10-24T18:54:03+00:00;48.851853488265, 2.3932945355773;Paris;75056;
11018;Saint-Maur - République;OUI;50;46;1;0;1;OUI;OUI;2025-10-24T18:59:03+00:00;48.864185861455, 2.3783174157143;Paris;75056;
15120;Colonel Pierre Avia;OUI;29;5;23;17;6;OUI;OUI;2025-10-24T18:58:58+00:00;48.8296843300915, 2.275342586850291;Paris;75056;
19123;Metz - Marne;OUI;33;2;28;7;21;OUI;OUI;2025-10-24T18:56:06+00:00;48.891163, 2.3865705;Paris;75056;
16033;Marché d'Auteuil;OUI;32;15;16;11;5;OUI;OUI;2025-10-24T18:57:54+00:00;48.84842761367387, 2.265253821160005;Paris;75056;
5031;Lacépède - Linné;OUI;54;39;15;6;9;OUI;OUI;2025-10-24T18:55:42+00:00;48.8437035476636, 2.354651279747486;Paris;75056;
21205;Arthur Auger - Jean Jaurès;OUI;26;23;2;1;1;OUI;OUI;2025-10-24T18:55:03+00:00;48.813736445585235, 2.3069277405738835;Montrouge;92049;
14025;Jacquier - Didot;OUI;30;28;2;0;2;OUI;OUI;2025-10-24T18:58:49+00:00;48.82953336292279, 2.318179272115231;Paris;75056;
16023;Passy - Place du Costa Rica;OUI;33;25;8;2;6;OUI;OUI;2025-10-24T18:53:41+00:00;48.8584893, 2.2839655;Paris;75056;
17050;Batignolles - Abel Truchet;OUI;28;24;1;1;0;OUI;OUI;2025-10-24T18:54:26+00:00;48.883103904582, 2.3238347490884;Paris;75056;
15114;Pasteur - Cotentin;OUI;33;5;6;1;5;OUI;OUI;2025-10-24T18:49:16+00:00;48.8389284, 2.316356;Paris;75056;
8044;Alfred de Vigny - Place du Général Brocard;OUI;33;29;2;0;2;OUI;OUI;2025-10-24T18:53:25+00:00;48.87836138361425, 2.305254448220567;Paris;75056;
11029;Ménilmontant - Oberkampf;OUI;40;10;23;5;18;OUI;OUI;2025-10-24T18:56:52+00:00;48.866617658681, 2.3830134404158;Paris;75056;
11038;Temple - Charlot;OUI;45;4;38;34;4;OUI;OUI;2025-10-24T18:58:57+00:00;48.865709343796, 2.3652737250724;Paris;75056;
15014;Volontaires - Vaugirard;OUI;34;21;11;7;4;OUI;OUI;2025-10-24T18:58:41+00:00;48.84132050184004, 2.30808901725357;Paris;75056;
12039;Général Michel Bizot - Claude Decaen;OUI;50;33;15;15;0;OUI;OUI;2025-10-24T18:57:31+00:00;48.834812629825, 2.4009277881277;Paris;75056;
11028;Guillaume Bertrand - République;OUI;38;24;12;1;11;OUI;OUI;2025-10-24T18:58:51+00:00;48.863825174341, 2.380906377155;Paris;75056;
21511;Marcel Monge - Marcel Dassault;OUI;46;34;12;12;0;OUI;OUI;2025-10-24T18:53:11+00:00;48.86096384533371, 2.2246733296048142;Suresnes;92073;
28002;De Gaulle - Moulin;OUI;23;21;1;0;1;OUI;OUI;2025-10-24T18:54:52+00:00;48.885816808239, 2.229607694148;Puteaux;92062;
21033;Sèvres - Maréchal Juin;OUI;18;3;13;12;1;OUI;OUI;2025-10-24T18:57:06+00:00;48.8324305, 2.2292812;Boulogne-Billancourt;92012;
15113;Arsonval - Falguière;OUI;25;17;7;6;1;OUI;OUI;2025-10-24T18:53:47+00:00;48.84040040365445, 2.313117867297474;Paris;75056;
21112;Claude Debussy - Marc Bloch;OUI;56;40;14;13;1;OUI;OUI;2025-10-24T18:57:30+00:00;48.910388180512, 2.3117771744728;Clichy;92024;
16022;Jean Bologne - Passy;OUI;19;16;3;0;3;OUI;OUI;2025-10-24T18:54:38+00:00;48.857566889784465, 2.280027395306772;Paris;75056;
8031;Jean Mermoz - Champs-Elysées;OUI;49;27;20;17;3;OUI;OUI;2025-10-24T18:58:45+00:00;48.869689856852, 2.3107324540615;Paris;75056;
20011;Pyrénées - Dagorno;OUI;20;19;1;0;1;OUI;OUI;2025-10-24T18:59:15+00:00;48.855425770695085, 2.4051643162965775;Paris;75056;
22703;Place Jean Mermoz;OUI;30;11;18;12;6;OUI;OUI;2025-10-24T18:59:07+00:00;48.9220937, 2.2718348;Bois-Colombes;92009;
19001;Crimée - Ourcq;OUI;56;45;9;4;5;OUI;OUI;2025-10-24T18:58:53+00:00;48.894104140316, 2.3729460884673;Paris;75056;
25009;Place des Arts - Jean Mermoz;OUI;20;8;12;4;8;OUI;OUI;2025-10-24T18:55:59+00:00;48.880391139734, 2.1832160452221;Rueil-Malmaison;92063;
20106;Mairie du 20ème;OUI;27;1;24;8;16;OUI;OUI;2025-10-24T18:55:59+00:00;48.865302324275, 2.3990669846535;Paris;75056;
26010;Louis Armand - Bernard Palissy;OUI;21;7;13;9;4;OUI;OUI;2025-10-24T18:55:02+00:00;48.916974, 2.313384;Asnières-sur-Seine;92004;
21016;Point du Jour - Jean Jaurès;OUI;40;30;10;7;3;OUI;OUI;2025-10-24T18:59:05+00:00;48.828753141436465, 2.245911467014621;Boulogne-Billancourt;92012;
20035;Pyrénées - Ménilmontant;OUI;26;22;3;1;2;OUI;OUI;2025-10-24T18:56:23+00:00;48.8693268535238, 2.395084574818611;Paris;75056;
5105;Geoffroy-Saint-Hilaire - Saint-Marcel;OUI;17;2;14;10;4;OUI;OUI;2025-10-24T18:59:11+00:00;48.83907826424974, 2.356877340669728;Paris;75056;
23106;Pavé des Gardes - Charles Vaillant;OUI;20;20;0;0;0;OUI;OUI;2025-10-24T18:54:16+00:00;48.81168551728, 2.2111820107205;Sèvres;92072;
21107;Bertrand Sincholle - Henri Barbusse;OUI;23;18;5;4;1;OUI;OUI;2025-10-24T18:56:08+00:00;48.89925982394349, 2.3042294383049016;Clichy;92024;
21508;Georges Pompidou - Verdun;OUI;26;20;4;2;2;OUI;OUI;2025-10-24T18:56:47+00:00;48.875481, 2.232443;Suresnes;92073;
22007;Commandant Charcot - Bretteville;OUI;36;20;16;11;5;OUI;OUI;2025-10-24T18:57:16+00:00;48.87530570765423, 2.2558460757136345;Neuilly-sur-Seine;92051;
13053;Chevaleret - Tolbiac;OUI;35;14;21;16;5;OUI;OUI;2025-10-24T18:58:36+00:00;48.82941, 2.375934;Paris;75056;
13037;Ivry - Baudricourt;OUI;20;18;1;1;0;OUI;OUI;2025-10-24T18:58:31+00:00;48.824695995415006, 2.363106073577468;Paris;75056;
9029;Saint-Lazare - Place d'Estienne d'Orves;OUI;39;32;6;2;4;OUI;OUI;2025-10-24T18:59:00+00:00;48.8768345, 2.3329067;Paris;75056;
12017;Saint-Mandé - Docteur Arnold Netter;OUI;53;47;6;5;1;OUI;OUI;2025-10-24T18:59:09+00:00;48.84462585769668, 2.404946386814118;Paris;75056;
41212;Nungesser - Santé;OUI;22;14;7;4;3;OUI;OUI;2025-10-24T18:52:08+00:00;48.852335, 2.448967;Fontenay-sous-Bois;94033;
6009;Guynemer - Jardin du Luxembourg;OUI;36;19;12;9;3;OUI;OUI;2025-10-24T18:55:55+00:00;48.8466127, 2.3325478;Paris;75056;
10151;Gare du Nord - Faubourg Saint-Denis;OUI;28;18;7;2;5;OUI;OUI;2025-10-24T18:59:10+00:00;48.879612765504, 2.3568402975798;Paris;75056;
42027;Verdun - Pierre et Marie Curie;OUI;26;20;5;0;5;OUI;OUI;2025-10-24T18:52:23+00:00;48.812822398263286, 2.3707106709480286;Ivry-sur-Seine;94041;
8003;Galilée - Vernet;OUI;47;44;2;0;2;OUI;OUI;2025-10-24T18:52:09+00:00;48.871715878697, 2.2985444962978;Paris;75056;
16104;Paul Valery - Victor Hugo;OUI;35;32;3;2;1;OUI;OUI;2025-10-24T18:57:22+00:00;48.87137406080164, 2.2887128591537476;Paris;75056;
15039;Abbé Groult - Convention;OUI;27;21;6;2;4;OUI;OUI;2025-10-24T18:58:41+00:00;48.83596927866069, 2.302064039509349;Paris;75056;
20033;Etienne Dolet - Place Maurice Chevalier;OUI;47;36;11;1;10;OUI;OUI;2025-10-24T18:58:59+00:00;48.86798303359366, 2.3851405311143026;Paris;75056;
26011;Ménil - Argenteuil;OUI;20;5;10;7;3;OUI;OUI;2025-10-24T18:58:42+00:00;48.925901818305, 2.2741496502338;Asnières-sur-Seine;92004;
30005;Convention - Campus de Bobigny;OUI;32;20;12;1;11;OUI;OUI;2025-10-24T18:59:14+00:00;48.914920058264, 2.4172238067445;Bobigny;93008;
22209;Verdun - Henri Barbusse;OUI;24;20;3;1;2;OUI;OUI;2025-10-24T18:51:48+00:00;48.802056061754, 2.3159965061736;Bagneux;92007;
13013;Saint-Marcel - Hôpital;OUI;21;6;11;7;4;OUI;OUI;2025-10-24T18:59:13+00:00;48.839504424583, 2.3609894170229;Paris;75056;
35021;Cartier Bresson - Denis Papin;OUI;31;26;2;0;2;OUI;OUI;2025-10-24T18:57:43+00:00;48.902616, 2.397814;Pantin;93055;
21510;Fontaine du Tertre - Calvaire;OUI;24;23;1;0;1;OUI;OUI;2025-10-24T18:52:32+00:00;48.8702539, 2.2187778;Suresnes;92073;
18045;Pierre Ginier - Clichy;OUI;16;13;2;0;2;OUI;OUI;2025-10-24T18:57:38+00:00;48.8867667, 2.326228;Paris;75056;
51007;Résistance - Romain Rolland;OUI;28;18;10;10;0;OUI;OUI;2025-10-24T18:51:57+00:00;48.950873482371, 2.2310190077797;Argenteuil;95018;
14110;Abbé Carton - Plantes;OUI;25;20;3;1;2;OUI;OUI;2025-10-24T18:51:46+00:00;48.827673823166, 2.3209181427956;Paris;75056;
17036;Place Tristan Bernard;OUI;28;12;11;8;3;OUI;OUI;2025-10-24T18:56:53+00:00;48.8794936, 2.2915423;Paris;75056;
18018;Carpeaux - Place Jacques Froment;OUI;19;17;1;0;1;OUI;OUI;2025-10-24T18:52:58+00:00;48.8906542, 2.3309428;Paris;75056;
11040;Temple - Jean-Pierre Timbaud;OUI;36;2;34;34;0;OUI;OUI;2025-10-24T18:53:32+00:00;48.86446597201, 2.3660597205162;Paris;75056;
10025;Jemmapes - Ecluses Saint-Martin;OUI;15;5;6;2;4;OUI;OUI;2025-10-24T18:57:13+00:00;48.87748519186726, 2.3660067468881607;Paris;75056;
13008;Place d'Italie - Soeur Rosalie;OUI;52;45;6;1;5;OUI;OUI;2025-10-24T18:58:35+00:00;48.831908520394, 2.3546943448098;Paris;75056;
