Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
17204;Paul Bodin - Clichy;OUI;33;28;1;0;1;OUI;OUI;2025-10-24T18:57:30+00:00;48.892594758409, 2.3171403311203;Paris;75056;
20115;Louis Lumière - Porte de Bagnolet;OUI;20;18;0;0;0;OUI;OUI;2025-10-24T18:49:49+00:00;48.86431136000005, 2.4105210229754443;Paris;75056;
14008;Mouton Duvernet - Général Leclerc;OUI;28;25;3;2;1;OUI;OUI;2025-10-24T18:56:37+00:00;48.831632518293, 2.3293121159077;Paris;75056;
9116;Victoire - Chaussée d'Antin;OUI;24;21;2;2;0;OUI;OUI;2025-10-24T18:51:45+00:00;48.875065791004396, 2.3316738009452824;Paris;75056;
8017;Rocher - Laborde;OUI;65;47;17;6;11;OUI;OUI;2025-10-24T18:54:00+00:00;48.87590240712654, 2.322616316378116;Paris;75056;
6025;Assas - Rennes;OUI;32;13;18;17;1;OUI;OUI;2025-10-24T18:58:31+00:00;48.8492084999386, 2.32851454623001;Paris;75056;
15054;Lecourbe - Jean Maridor;OUI;19;5;11;6;5;OUI;OUI;2025-10-24T18:54:25+00:00;48.83796366147599, 2.2877392172813416;Paris;75056;
4201;Quai des Célestins - Henri IV;OUI;12;3;2;0;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.851290697625, 2.3624387532495;Paris;75056;
15106;Grenelle - Violet;OUI;35;15;19;10;9;OUI;OUI;2025-10-24T18:55:00+00:00;48.84993035512154, 2.294612042605877;Paris;75056;
1020;Cambon - Rivoli;OUI;40;21;16;11;5;OUI;OUI;2025-10-24T18:57:04+00:00;48.866143390992, 2.3251800647137;Paris;75056;
5124;Erasme - Ulm;OUI;24;19;5;4;1;OUI;OUI;2025-10-24T18:57:27+00:00;48.84264375274712, 2.3445946723222733;Paris;75056;
17013;Legendre - Dulong;OUI;23;21;1;1;0;OUI;OUI;2025-10-24T18:55:08+00:00;48.885325169402904, 2.316423766314984;Paris;75056;
14106;Marc Sangnier - Porte de Vanves;OUI;21;15;5;3;2;OUI;OUI;2025-10-24T18:57:15+00:00;48.825218683556734, 2.3107116669416428;Paris;75056;
11026;Chemin Vert - Saint-Maur;OUI;45;35;9;0;9;OUI;OUI;2025-10-24T18:56:02+00:00;48.86112461407359, 2.381299026310444;Paris;75056;
5203;Victor Cousin - Cujas;OUI;0;0;0;0;0;NON;NON;2025-09-18T11:22:09+00:00;48.847909849567, 2.3424898070094;Paris;75056;
19024;Botzaris - Parc des Buttes Chaumont;OUI;20;16;4;1;3;OUI;OUI;2025-10-24T18:57:39+00:00;48.877951, 2.381464;Paris;75056;
31102;Boissière - Etienne Dolet;OUI;21;13;7;1;6;OUI;OUI;2025-10-24T18:52:36+00:00;48.876111, 2.4677312;Montreuil;93048;
15021;Joseph Liouville - Croix Nivert;OUI;64;48;15;12;3;OUI;OUI;2025-10-24T18:58:22+00:00;48.844835471244416, 2.297508493065834;Paris;75056;
2111;Chabanais - Petits Champs;OUI;30;9;18;10;8;OUI;OUI;2025-10-24T18:54:23+00:00;48.86703740186721, 2.336716018617153;Paris;75056;
17105;Place Madeleine Daniélou;OUI;42;36;4;2;2;OUI;OUI;2025-10-24T18:56:12+00:00;48.883498, 2.282015;Paris;75056;
18022;Marcadet - Barbès;OUI;37;29;4;2;2;OUI;OUI;2025-10-24T18:57:34+00:00;48.890451120965, 2.3490573929687;Paris;75056;
9010;Rochechouart lamartine;OUI;24;14;7;2;5;OUI;OUI;2025-10-24T18:57:40+00:00;48.876719895109, 2.344393021854;Paris;75056;
8054;Bertie Albrecht - Hoche;OUI;32;24;8;5;3;OUI;OUI;2025-10-24T18:56:07+00:00;48.87614039826388, 2.301303138307601;Paris;75056;
18009;Jean-François Lépine - Stephenson;OUI;22;18;1;0;1;OUI;OUI;2025-10-24T18:55:21+00:00;48.88611466796807, 2.356855627529275;Paris;75056;
10042;Enghien - Faubourg Poissonnière;OUI;33;1;28;19;9;OUI;OUI;2025-10-24T18:59:09+00:00;48.872420063053, 2.3483952362828;Paris;75056;
11105;Parmentier - République;OUI;45;7;19;14;5;OUI;OUI;2025-10-24T18:58:48+00:00;48.8644954, 2.3750124;Paris;75056;
14124;David Weill - Parc Montsouris;OUI;22;18;3;2;1;OUI;OUI;2025-10-24T18:52:57+00:00;48.821092374256104, 2.333725690841675;Paris;75056;
16136;Théophile Gautier - François Millet;OUI;30;6;23;20;3;OUI;OUI;2025-10-24T18:59:09+00:00;48.85034821320644, 2.273029983043671;Paris;75056;
15133;Saint Lambert - Blomet;OUI;27;6;21;14;7;OUI;OUI;2025-10-24T18:57:07+00:00;48.83659148147257, 2.2930556908249855;Paris;75056;
16008;Galilée - Kléber;OUI;32;31;0;0;0;OUI;OUI;2025-10-23T23:50:56+00:00;48.867411865714, 2.2907813801148;Paris;75056;
15110;Place Robert Guillemard;OUI;24;3;19;17;2;OUI;OUI;2025-10-24T18:55:34+00:00;48.836191728066666, 2.2811267160086417;Paris;75056;
20134;Lieutenant Chauré - Etienne Marey;OUI;20;18;2;0;2;OUI;OUI;2025-10-24T18:57:04+00:00;48.86746195408435, 2.405970990657807;Paris;75056;
21006;Marcelin Berthelot;OUI;27;10;16;12;4;OUI;OUI;2025-10-24T18:53:21+00:00;48.8415473058801, 2.233161628246308;Boulogne-Billancourt;92012;
24001;Arche - Léonard de Vinci;OUI;28;16;11;2;9;OUI;OUI;2025-10-24T18:57:37+00:00;48.89790972494496, 2.2383723043644914;Courbevoie;92026;
44013;Edouard Tremblay - Julian Grimaux;OUI;30;27;3;0;3;OUI;OUI;2025-10-24T18:55:08+00:00;48.781383825117, 2.3723508417606;Vitry-sur-Seine;94081;
14136;Auguste Cain - Jean Moulin;OUI;40;37;1;0;1;OUI;OUI;2025-10-24T18:59:13+00:00;48.82577028927573, 2.3210415244102482;Paris;75056;
20131;Repos - Cimetière du Père Lachaise;OUI;33;32;1;0;1;OUI;OUI;2025-10-24T18:58:46+00:00;48.859358523593, 2.3896131366845;Paris;75056;
32302;Chemin Vert - Fraternité;OUI;20;15;3;0;3;OUI;OUI;2025-10-24T18:49:20+00:00;48.877141208359035, 2.4461565166711807;Romainville;93063;
21015;Nationale - Place Jules Guesde;OUI;23;13;9;5;4;OUI;OUI;2025-10-24T18:55:50+00:00;48.82753962462998, 2.2416052222251897;Boulogne-Billancourt;92012;
11035;Parmentier - Abel Rabaud;OUI;52;35;16;6;10;OUI;OUI;2025-10-24T18:59:11+00:00;48.86921273836114, 2.371688821240712;Paris;75056;
44003;Gabriel Péri - Danielle Casanova;OUI;20;0;19;12;7;OUI;OUI;2025-10-24T18:59:08+00:00;48.790114, 2.4025777;Vitry-sur-Seine;94081;
15046;Parc Georges Brassens - Brancion;OUI;29;21;8;5;3;OUI;OUI;2025-10-24T18:58:27+00:00;48.83227829269761, 2.3022570088505745;Paris;75056;
15034;Lakanal - Commerce;OUI;53;33;16;14;2;OUI;OUI;2025-10-24T18:57:56+00:00;48.84442462786544, 2.294059172272682;Paris;75056;
46001;Place Paul Eluard;OUI;19;12;7;7;0;OUI;OUI;2025-10-24T18:59:11+00:00;48.7672039733195, 2.4144977331161503;Choisy-le-Roi;94022;
48010;Karl Marx;OUI;16;13;3;1;2;OUI;OUI;2025-10-24T18:57:26+00:00;48.784527937293184, 2.3646667979455587;Villejuif;94076;
16040;Exelmans - Michel-Ange;OUI;33;1;31;23;8;OUI;OUI;2025-10-24T18:58:13+00:00;48.84309486651855, 2.2597770800669053;Paris;75056;
41202;Gare Rer de Fontenay sous Bois;OUI;61;51;10;10;0;OUI;OUI;2025-10-24T18:59:02+00:00;48.8436279, 2.4630465;Fontenay-sous-Bois;94033;
42302;Aristide Briand - Gare de Bagneux;OUI;22;16;4;3;1;OUI;OUI;2025-10-24T18:57:23+00:00;48.79387269664978, 2.321148812770844;Cachan;94016;
1119;Cossonnerie - Sébastopol;OUI;24;4;17;14;3;OUI;OUI;2025-10-24T18:58:58+00:00;48.86132665908402, 2.349419631063938;Paris;75056;
19029;Seine - Flandre;OUI;19;13;5;0;5;OUI;OUI;2025-10-24T18:57:11+00:00;48.886785741479684, 2.3746193200349808;Paris;75056;
35020;Marcelle - Thalie;OUI;20;17;3;0;3;OUI;OUI;2025-10-24T18:52:33+00:00;48.8835462, 2.4137883;Pantin;93055;
9032;Mathurins - Auber;OUI;36;25;9;6;3;OUI;OUI;2025-10-24T18:58:04+00:00;48.872988840744, 2.3294984212276;Paris;75056;
25003;Henri Ste-Claire Déville - Paul Héroult;OUI;24;8;15;6;9;OUI;OUI;2025-10-24T18:57:19+00:00;48.892663, 2.172411;Rueil-Malmaison;92063;
32003;Wilson - Métallurgie;OUI;28;18;10;4;6;OUI;OUI;2025-10-24T18:58:08+00:00;48.909423010092326, 2.3584435880184174;Saint-Denis;93066;
31003;Paris - Emile Zola;OUI;30;27;1;1;0;OUI;OUI;2025-10-24T18:58:43+00:00;48.854898095789295, 2.4186685681343083;Montreuil;93048;
21104;Madame de Sanzillon - Mozart;OUI;22;14;5;3;2;OUI;OUI;2025-10-24T18:58:24+00:00;48.90379820774301, 2.3187401890754704;Clichy;92024;
22402;Jean Jaurès - Salvador Allende;OUI;43;40;2;0;2;OUI;OUI;2025-10-24T18:57:24+00:00;48.821475594736775, 2.3026576638221745;Malakoff;92046;
11042;Grand Prieuré - Crussol;OUI;49;3;41;37;4;OUI;OUI;2025-10-24T18:59:10+00:00;48.864660627935, 2.3692265531829;Paris;75056;
11030;Oberkampf - République;OUI;24;8;16;5;11;OUI;OUI;2025-10-24T18:56:45+00:00;48.86531608707, 2.37611478491;Paris;75056;
32026;Leroy des Barres - Médiathèque;OUI;26;3;20;15;5;OUI;OUI;2025-10-24T18:56:53+00:00;48.928253687082, 2.3681719727966;Saint-Denis;93066;
11039;Richard Lenoir - Jean-Pierre Timbaud;OUI;36;3;33;27;6;OUI;OUI;2025-10-24T18:57:20+00:00;48.865804276686, 2.3693370749669;Paris;75056;
9005;Square d'Anvers;OUI;33;12;19;10;9;OUI;OUI;2025-10-24T18:54:45+00:00;48.882633484311, 2.3448844062122;Paris;75056;
32604;Square du Théâtre du Garde-Chasse;OUI;50;48;2;1;1;OUI;OUI;2025-10-24T18:59:11+00:00;48.881287375060616, 2.420119643211365;Les Lilas;93045;
8025;Miromesnil - La Boétie;OUI;35;30;4;3;1;OUI;OUI;2025-10-24T18:55:12+00:00;48.873722412917, 2.3158480972052;Paris;75056;
41601;Général De Gaulle - Alouette;OUI;26;19;5;2;3;OUI;OUI;2025-10-24T18:57:37+00:00;48.839109, 2.4175664;Saint-Mandé;94067;
7102;Mairie du 7ème;OUI;48;22;25;23;2;OUI;OUI;2025-10-24T18:56:32+00:00;48.8577967, 2.3192664;Paris;75056;
23006;Jules Guesde - Alsace;OUI;25;13;12;4;8;OUI;OUI;2025-10-24T18:58:07+00:00;48.890566275506, 2.2950777411461;Levallois-Perret;92044;
13002;Arago - Glacière;OUI;27;19;7;3;4;OUI;OUI;2025-10-24T18:56:24+00:00;48.83486054775774, 2.3445770524322067;Paris;75056;
18028;Championnet - Vauvenargues;OUI;33;19;10;5;5;OUI;OUI;2025-10-24T18:57:03+00:00;48.89401874744574, 2.3319872841238976;Paris;75056;
42301;Gare Arcueil - Cachan;OUI;26;23;3;1;2;OUI;OUI;2025-10-24T18:58:33+00:00;48.799824, 2.328171;Arcueil;94003;
19032;Villette - Belleville;OUI;48;5;40;10;30;OUI;OUI;2025-10-24T18:59:13+00:00;48.8726877314, 2.376461327076;Paris;75056;
43003;Hôpital Bégin;OUI;26;17;9;3;6;OUI;OUI;2025-10-24T18:58:38+00:00;48.84571672113, 2.4272462725639;Vincennes;94080;
17125;Marie-Georges Picquart - Pereire;OUI;32;28;4;3;1;OUI;OUI;2025-10-24T18:56:15+00:00;48.88863669349711, 2.3111706599593163;Paris;75056;
42504;Gare RER de Gentilly;OUI;30;29;1;0;1;OUI;OUI;2025-10-24T18:57:20+00:00;48.814280450380224, 2.3410347104072575;Gentilly;94037;
16030;Place de Barcelone - Mirabeau;OUI;55;6;48;39;9;OUI;OUI;2025-10-24T18:57:21+00:00;48.847623027364, 2.2735664248466;Paris;75056;
20111;Villiers de l'Isle Adam - Pyrénées;OUI;20;17;2;0;2;OUI;OUI;2025-10-24T18:57:06+00:00;48.867362, 2.396222;Paris;75056;
43005;Gare RER de Vincennes;OUI;51;44;4;2;2;OUI;OUI;2025-10-24T18:59:16+00:00;48.847563015126106, 2.433383166790009;Vincennes;94080;
20043;Charonne - Avron;OUI;27;16;8;2;6;OUI;OUI;2025-10-24T18:58:05+00:00;48.851602665222, 2.3984030470379;Paris;75056;
21701;Larmeroux - Baudelaire;OUI;29;13;16;5;11;OUI;OUI;2025-10-24T18:58:06+00:00;48.816939911292, 2.2809894804846;Vanves;92075;
42015;Place Jean Ferrat;OUI;25;22;3;2;1;OUI;OUI;2025-10-24T18:50:53+00:00;48.8184945213025, 2.3744174838066106;Ivry-sur-Seine;94041;
22003;Beffroy;OUI;26;9;16;4;12;OUI;OUI;2025-10-24T18:58:04+00:00;48.886591074488, 2.2613945603371;Neuilly-sur-Seine;92051;
32016;Place de la Porte de Paris;OUI;40;26;12;4;8;OUI;OUI;2025-10-24T18:56:10+00:00;48.93009363207303, 2.3564037680625916;Saint-Denis;93066;
11024;Mairie du 11ème;OUI;51;16;33;28;5;OUI;OUI;2025-10-24T18:59:14+00:00;48.858925, 2.3789759;Paris;75056;
31010;Stalingrad - Désiré Chevalier;OUI;42;39;3;1;2;OUI;OUI;2025-10-24T18:55:16+00:00;48.85670169739857, 2.445072233676911;Montreuil;93048;
19022;Marché Secrétan;OUI;26;18;6;3;3;OUI;OUI;2025-10-24T18:59:14+00:00;48.88125496379482, 2.373463287949562;Paris;75056;
51004;Général Delambre - Prebuard;OUI;29;9;20;15;5;OUI;OUI;2025-10-24T18:56:02+00:00;48.93870344444, 2.2234171606307;Argenteuil;95018;
13050;Quai Panhard et Levassor;OUI;57;28;27;25;2;OUI;OUI;2025-10-24T18:58:29+00:00;48.828374828097, 2.3842737458056;Paris;75056;
18012;Stephenson - Doudeauville;OUI;36;32;3;0;3;OUI;OUI;2025-10-24T18:51:13+00:00;48.888537048944826, 2.3561610281467438;Paris;75056;
21008;Victor Hugo - Galliéni;OUI;34;11;22;12;10;OUI;OUI;2025-10-24T18:56:41+00:00;48.838020154411, 2.2460845112801;Boulogne-Billancourt;92012;
19125;Place de l'Édit de Nantes;OUI;30;16;13;5;8;OUI;OUI;2025-10-24T18:58:25+00:00;48.88879, 2.3785;Paris;75056;
8204;Rocher - Laborde;OUI;0;0;0;0;0;NON;NON;2025-09-18T11:42:50+00:00;48.876046619457, 2.3228198128915;Paris;75056;
14036;Boulard - Daguerre;OUI;45;39;5;1;4;OUI;OUI;2025-10-24T18:51:14+00:00;48.83446472680611, 2.3293386027216907;Paris;75056;
22016;Charles de Gaulle - Sablonville;OUI;26;13;12;10;2;OUI;OUI;2025-10-24T18:58:57+00:00;48.87991924860035, 2.2763770446181297;Neuilly-sur-Seine;92051;
19205;Simon Bolivar - Henri Turot;OUI;23;17;6;2;4;OUI;OUI;2025-10-24T18:54:23+00:00;48.877475489801, 2.3739709492211;Paris;75056;
10014;Marseille - Beaurepaire;OUI;55;10;42;30;12;OUI;OUI;2025-10-24T18:58:07+00:00;48.871624306962985, 2.3639265082738348;Paris;75056;
5123;Saint-Germain - Thenard;OUI;31;0;31;28;3;OUI;OUI;2025-10-24T18:57:17+00:00;48.850571, 2.3471015;Paris;75056;
42010;Mairie d'Ivry-sur-Seine;OUI;53;5;46;39;7;OUI;OUI;2025-10-24T18:58:23+00:00;48.81057120969284, 2.3842826485633855;Ivry-sur-Seine;94041;
11036;Jules Ferry - Faubourg du Temple Paris;OUI;58;11;45;32;13;OUI;OUI;2025-10-24T18:59:15+00:00;48.868397, 2.3678933;Paris;75056;
22006;Pierret - Madrid;OUI;28;16;10;6;4;OUI;OUI;2025-10-24T18:58:05+00:00;48.882976576876565, 2.260125767248034;Neuilly-sur-Seine;92051;
23009;Anatole France - Louise Michel;OUI;50;8;41;36;5;OUI;OUI;2025-10-24T18:58:39+00:00;48.88873214926474, 2.2881576418876652;Levallois-Perret;92044;
17028;Reims - Raymond Pitet;OUI;37;15;21;20;1;OUI;OUI;2025-10-24T18:59:08+00:00;48.8888, 2.296319;Paris;75056;
42029;Stalingrad - Germaine Tailleferre;OUI;28;18;8;4;4;OUI;OUI;2025-10-24T18:54:18+00:00;48.80257200481316, 2.3786691203713417;Ivry-sur-Seine;94041;
21301;Saint-Vincent - Verdun;OUI;34;4;30;28;2;OUI;OUI;2025-10-24T18:59:03+00:00;48.819211549234495, 2.254007756710053;Issy-les-Moulineaux;92040;
17102;Alfred Roll - Berthier;OUI;28;21;7;4;3;OUI;OUI;2025-10-24T18:53:48+00:00;48.887808570529, 2.3000952981763;Paris;75056;
19016;Hautpoul - Jean Jaurès;OUI;32;8;22;9;13;OUI;OUI;2025-10-24T18:52:44+00:00;48.886393679436, 2.3865414544355;Paris;75056;
35018;Ancien Canal - Hélène Brion;OUI;23;17;6;0;6;OUI;OUI;2025-10-24T18:52:20+00:00;48.89484799296163, 2.4188338592648506;Pantin;93055;
1013;Place du Palais Royal;OUI;67;11;52;48;4;OUI;OUI;2025-10-24T18:57:19+00:00;48.862382970647, 2.3384822532535;Paris;75056;
19005;Flandre - Riquet;OUI;21;17;2;1;1;OUI;OUI;2025-10-24T18:54:05+00:00;48.888013281448, 2.3737595955229;Paris;75056;
12204;Prague - Théophile Roussel;OUI;34;1;31;24;7;OUI;OUI;2025-10-24T18:59:11+00:00;48.850330563516, 2.3758223011125;Paris;75056;
41606;Pasteur - Gambetta;OUI;19;13;6;4;2;OUI;OUI;2025-10-24T18:58:58+00:00;48.84572797384512, 2.4236011505126953;Saint-Mandé;94067;
20121;Boyer - Ménilmontant;OUI;19;11;7;1;6;OUI;OUI;2025-10-24T18:56:44+00:00;48.868895162679, 2.3919824145635;Paris;75056;
17011;Fragonard - Porte de Clichy;OUI;56;48;5;3;2;OUI;OUI;2025-10-24T18:59:15+00:00;48.894155633419, 2.3143893107772;Paris;75056;
19013;Laumière - Petit;OUI;34;21;12;3;9;OUI;OUI;2025-10-24T18:58:56+00:00;48.88467368538326, 2.380039058625698;Paris;75056;
17045;Place des Ternes.;OUI;46;39;4;2;2;OUI;OUI;2025-10-24T18:58:58+00:00;48.878438631226516, 2.297727763652802;Paris;75056;
26013;Quai du docteur Dervaux;OUI;26;9;16;12;4;OUI;OUI;2025-10-24T18:57:37+00:00;48.910482, 2.297998;Asnières-sur-Seine;92004;
43402;Place de Verdun;OUI;40;6;33;28;5;OUI;OUI;2025-10-24T18:56:10+00:00;48.8202823, 2.473775;Joinville-le-Pont;94042;
15201;Place Amédée Gordini - Lefebvre;OUI;38;31;7;2;5;OUI;OUI;2025-10-24T18:58:02+00:00;48.83061737745, 2.2920634208276;Paris;75056;
12013;Montgallet - Reuilly;OUI;15;5;8;5;3;OUI;OUI;2025-10-24T18:58:03+00:00;48.844291, 2.3896481;Paris;75056;
11004;Charonne - Faubourg Saint-Antoine;OUI;34;7;24;21;3;OUI;OUI;2025-10-24T18:57:53+00:00;48.852191909696, 2.3740932717919;Paris;75056;
11115;Montreuil - Gonnet;OUI;24;12;10;6;4;OUI;OUI;2025-10-24T18:59:16+00:00;48.850500564921, 2.3890856287864;Paris;75056;
18201;Tristan Tzara -  Tchaïkovski;OUI;33;28;4;2;2;OUI;OUI;2025-10-24T18:57:16+00:00;48.89490221746837, 2.3648490384221077;Paris;75056;
16111;Faustin Hélie - Desbordes-Valmore;OUI;33;28;2;1;1;OUI;OUI;2025-10-24T18:57:54+00:00;48.859403, 2.276522;Paris;75056;
92008;Hôtel de Ville de Nanterre;OUI;38;30;8;1;7;OUI;OUI;2025-10-24T18:58:15+00:00;48.892371898250424, 2.205548956990242;Nanterre;92050;
6013;Jacques Callot - Mazarine;OUI;28;3;24;20;4;OUI;OUI;2025-10-24T18:55:05+00:00;48.855280175332, 2.3375743255019;Paris;75056;
41402;Victor Hugo - Ecoles;OUI;25;4;20;10;10;OUI;OUI;2025-10-24T18:55:09+00:00;48.80476007936134, 2.4180373930262093;Alfortville;94002;
12115;Porte de Vincennes;OUI;33;28;3;1;2;OUI;OUI;2025-10-24T18:47:19+00:00;48.846454, 2.415514;Paris;75056;
12009;Charenton - Diderot;OUI;18;0;17;17;0;OUI;OUI;2025-10-24T18:55:10+00:00;48.846171461187, 2.3793068155646;Paris;75056;
18204;Porte de la Chapelle - Boulevard Ney;OUI;52;46;4;3;1;OUI;OUI;2025-10-24T18:58:58+00:00;48.900097357789, 2.3586005020149;Paris;75056;
31203;Henri Barbusse;NON;30;0;0;0;0;NON;NON;2025-08-05T06:50:33+00:00;48.932092978246, 2.3982878482409;La Courneuve;93027;
8033;Commandant Rivière;OUI;42;23;13;10;3;OUI;OUI;2025-10-24T18:57:40+00:00;48.872933, 2.309796;Paris;75056;
19008;Flandre - Alphonse Karr;OUI;26;21;4;1;3;OUI;OUI;2025-10-24T18:59:11+00:00;48.89465, 2.381868;Paris;75056;
16121;Jardin d'Acclimatation;OUI;33;5;26;24;2;OUI;OUI;2025-10-24T18:55:27+00:00;48.878772242510465, 2.270772233605385;Paris;75056;
9021;Saint Georges - d'Aumale;OUI;23;13;10;4;6;OUI;OUI;2025-10-24T18:59:01+00:00;48.87778639599673, 2.337429821491241;Paris;75056;
17037;Bayen - Pereire;OUI;22;10;10;5;5;OUI;OUI;2025-10-24T18:59:08+00:00;48.881804409079656, 2.2921088710427284;Paris;75056;
12027;Montgallet - Charenton;OUI;16;0;16;14;2;OUI;OUI;2025-10-24T18:53:48+00:00;48.842647778701, 2.3861649278137;Paris;75056;
18141;Clignancourt - Sofia;OUI;19;8;9;0;9;OUI;OUI;2025-10-24T18:57:38+00:00;48.88511992309783, 2.34719488842051;Paris;75056;
8035;Bienfaisance - Place de Narvik;OUI;36;35;1;1;0;OUI;OUI;2025-10-24T18:55:52+00:00;48.87660163459077, 2.3129771277308464;Paris;75056;
14117;Gare Montparnasse - René Mouchotte;OUI;41;41;0;0;0;NON;NON;2018-03-16T12:30:20+00:00;48.839203843292, 2.3208839446306;Paris;75056;
21313;Guynemer - Séverine;OUI;26;13;13;7;6;OUI;OUI;2025-10-24T18:54:31+00:00;48.83091743371036, 2.2790706530213356;Issy-les-Moulineaux;92040;
16124;Route de Sèvres - Porte de Bagatelle;OUI;66;30;36;35;1;OUI;OUI;2025-10-24T18:57:09+00:00;48.87525984132485, 2.249415814876557;Paris;75056;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;30;11;18;15;3;OUI;OUI;2025-10-24T18:58:59+00:00;48.87866794788021, 2.2420343756675725;Puteaux;92062;
33009;Félix Faure - Sadi Carnot;OUI;33;9;22;9;13;OUI;OUI;2025-10-24T18:58:06+00:00;48.90812110228388, 2.378623187541962;Aubervilliers;93001;
26007;Square Gilbert Thomain;OUI;20;15;4;1;3;OUI;OUI;2025-10-24T18:57:50+00:00;48.90717373809284, 2.2695400938391685;Asnières-sur-Seine;92004;
22505;Mairie de La Garenne Colombes;OUI;22;4;17;14;3;OUI;OUI;2025-10-24T18:56:48+00:00;48.90663823468682, 2.24679596722126;La Garenne-Colombes;92035;
11007;Jean Macé - Faidherbe;OUI;78;49;26;14;12;OUI;OUI;2025-10-24T18:58:53+00:00;48.85337548426, 2.3828620836139;Paris;75056;
19115;Porte de la Villette;OUI;27;25;2;0;2;OUI;OUI;2025-10-24T18:52:07+00:00;48.89835196548483, 2.386150136590004;Paris;75056;
15025;Dupleix - du Guesclin;OUI;47;7;37;31;6;OUI;OUI;2025-10-24T18:58:09+00:00;48.85147910413369, 2.296709530055523;Paris;75056;
16018;Flandrin - Henri Martin;OUI;18;16;2;0;2;OUI;OUI;2025-10-24T18:59:08+00:00;48.8643275, 2.2724174;Paris;75056;
18110;Departement - Pajol;OUI;19;15;3;0;3;OUI;OUI;2025-10-24T18:58:39+00:00;48.886674849730184, 2.3613611608743668;Paris;75056;
12034;Pirogues de Bercy - Libourne;OUI;49;13;36;26;10;OUI;OUI;2025-10-24T18:57:04+00:00;48.832308, 2.38637;Paris;75056;
10113;Parmentier - Hôpital Saint-Louis;OUI;43;28;14;2;12;OUI;OUI;2025-10-24T18:58:01+00:00;48.871379874257, 2.3698963836667;Paris;75056;
25008;Place du 8 Mai 1945;OUI;18;15;2;1;1;OUI;OUI;2025-10-24T18:55:50+00:00;48.871552174017, 2.2025031970585;Rueil-Malmaison;92063;
33018;Edouard Poisson - Victor Hugo;OUI;30;1;22;13;9;OUI;OUI;2025-10-24T18:57:50+00:00;48.91118557052621, 2.379864752692811;Aubervilliers;93001;
19044;Grands Moulins de Pantin;OUI;50;40;9;3;6;OUI;OUI;2025-10-24T18:58:43+00:00;48.89738369720229, 2.3959985375404362;Paris;75056;
7015;Varenne;OUI;47;13;33;30;3;OUI;OUI;2025-10-24T18:59:11+00:00;48.857202661803, 2.3152771219611;Paris;75056;
7009;Assemblée Nationale;OUI;76;53;19;13;6;OUI;OUI;2025-10-24T18:54:12+00:00;48.861411014652, 2.3201214185208;Paris;75056;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;20;15;7;8;OUI;OUI;2025-10-24T18:56:35+00:00;48.847185510023, 2.3534858599305;Paris;75056;
20132;Réunion - Avron;OUI;26;24;2;1;1;OUI;OUI;2025-10-24T18:54:18+00:00;48.852566752033766, 2.403928068708116;Paris;75056;
21305;Place Jacques Madaule;OUI;25;16;8;6;2;OUI;OUI;2025-10-24T18:52:57+00:00;48.823933787309, 2.2606918215752;Issy-les-Moulineaux;92040;
42707;Place Jean-Baptiste Clément;OUI;24;19;5;4;1;OUI;OUI;2025-10-24T18:55:40+00:00;48.81240466867336, 2.3617091774940495;Le Kremlin-Bicêtre;94043;
23001;Paul Vaillant Couturier - Chaptal;OUI;39;33;4;0;4;OUI;OUI;2025-10-24T18:58:03+00:00;48.893479576183, 2.2775253653526;Levallois-Perret;92044;
10206;René Boulanger - Lancry;OUI;34;2;28;15;13;OUI;OUI;2025-10-24T18:58:57+00:00;48.868769331741, 2.3598745346052;Paris;75056;
15010;Square Cambronne;OUI;59;11;17;9;8;OUI;OUI;2025-10-24T18:51:24+00:00;48.84756654526, 2.3025691509247;Paris;75056;
8055;Courcelles - Place des Ternes;OUI;31;25;5;3;2;OUI;OUI;2025-10-24T18:58:24+00:00;48.878199928923124, 2.2992860188665043;Paris;75056;
41102;Gare de Laplace;OUI;43;36;6;2;4;OUI;OUI;2025-10-24T18:56:06+00:00;48.80893199114179, 2.3349460959434514;Arcueil;94003;
27002;Parc Pierre Lagravère;OUI;30;7;23;13;10;OUI;OUI;2025-10-24T18:58:59+00:00;48.92650488131725, 2.239069678491417;Colombes;92025;
33003;Bordier - Félix Faure;OUI;48;41;6;4;2;OUI;OUI;2025-10-24T18:54:23+00:00;48.90390751882016, 2.3830059170722966;Aubervilliers;93001;
23701;Parvis Robert Schuman - Roger Salengro;OUI;24;23;1;0;1;OUI;OUI;2025-10-24T18:56:24+00:00;48.812657470558754, 2.1921751275658607;Chaville;92022;
25005;18 juin 1940 - Buzenval;OUI;25;12;10;5;5;OUI;OUI;2025-10-24T18:56:38+00:00;48.868807, 2.185428;Rueil-Malmaison;92063;
17007;Navier - Epinettes;OUI;54;52;2;1;1;OUI;OUI;2025-10-24T18:54:17+00:00;48.89587780769155, 2.3226776719093327;Paris;75056;
